,Unnamed: 0,Unnamed: 0.1,id,chart_date,target_rank,actual_rank,title,artist,peak_rank,weeks_on_chart,Genre,wiki_genre
499,499,499,731,1977-04-16,43,42.0,Lucille,Kenny Rogers,5.0,19.0,country,Country
500,500,500,733,1958-08-18,16,17.0,Bird Dog,The Everly Brothers,2.0,19.0,oldies,Country
501,501,501,734,1965-11-13,38,39.0,I Will,Dean Martin,10.0,10.0,jazz,Folk pop
502,502,502,735,1976-09-25,16,15.0,Getaway,"Earth, Wind & Fire",12.0,19.0,drone,R&B
503,503,503,736,1982-07-10,13,13.0,Do I Do,Stevie Wonder,13.0,14.0,soul,Post-disco
504,504,504,737,1978-09-02,52,50.0,Shadow Dancing,Andy Gibb,1.0,25.0,Disco,Disco
505,505,505,740,1959-10-12,48,46.0,Living Doll,Cliff Richard,30.0,13.0,oldies,Pop
506,506,506,741,1983-10-01,63,62.0,Love Is A Battlefield,Pat Benatar,5.0,22.0,80s,Not Found
507,507,507,742,1990-05-26,52,50.0,The Power,Snap,2.0,22.0,Not Found,Not Found
508,508,508,743,1979-06-16,48,47.0,One Way Or Another,Blondie,24.0,14.0,new wave,Punk rock
509,509,509,746,1958-12-15,20,18.0,That Old Black Magic,Louis Prima & Keely Smith,18.0,13.0,jazz,Label
510,510,510,747,1989-01-14,52,52.0,Baby Can I Hold You,Tracy Chapman,48.0,12.0,female vocalists,Contemporary folk
511,511,511,748,1965-12-25,60,61.0,Crying Time,Ray Charles,6.0,15.0,jazz,Country
512,512,512,749,1973-11-24,39,40.0,D'yer Mak'er,Led Zeppelin,20.0,16.0,classic rock,Reggae rock
513,513,513,751,1971-10-02,86,86.0,I'd Love To Change The World,Ten Years After,40.0,12.0,blues rock,Not Found
514,514,514,752,1971-12-25,58,57.0,Levon,Elton John,24.0,10.0,pop,Symphonic rock
515,515,515,755,1973-11-24,49,51.0,Smokin' In The Boy's Room,Brownsville Station,3.0,19.0,classic rock,Not Found
516,516,516,757,1990-11-24,70,71.0,World In My Eyes,Depeche Mode,52.0,10.0,electronic,Synthpop
517,517,517,758,1974-08-10,45,45.0,Come Monday,Jimmy Buffett,30.0,14.0,country,Country
518,518,518,759,1968-03-30,76,74.0,Foggy Mountain Breakdown,Flatt & Scruggs,55.0,12.0,bluegrass,Bluegrass
519,519,519,761,1977-07-09,62,63.0,Walk Right In,Dr. Hook,46.0,10.0,classic rock,Folk music
520,520,520,762,1973-12-08,62,64.0,Walk Like A Man,Grand Funk Railroad,19.0,12.0,classic rock,Not Found
521,521,521,765,1969-02-01,33,33.0,Too Weak To Fight,Clarence Carter,13.0,15.0,soul,Not Found
522,522,522,766,1964-12-05,11,12.0,Ask Me,Elvis Presley,12.0,12.0,rock n roll,Pop
523,523,523,767,1974-08-03,4,5.0,The Night Chicago Died,Paper Lace,1.0,17.0,pop,Power pop
524,524,524,768,1982-03-06,6,5.0,That Girl,Stevie Wonder,4.0,18.0,soul,Electropop
525,525,525,769,1984-11-10,14,12.0,All Through The Night,Cyndi Lauper,5.0,19.0,80s,Not Found
526,526,526,770,1969-03-15,85,84.0,Hair,The Cowsills,2.0,15.0,60s,Rock
527,527,527,772,1986-08-23,39,39.0,Press,Paul McCartney,21.0,11.0,classic rock,Rock
528,528,528,773,1959-10-19,33,33.0,I Want To Walk You Home,Fats Domino,8.0,13.0,blues,R&B
529,529,529,775,1991-08-17,69,69.0,Walking In Memphis,Marc Cohn,13.0,23.0,singer-songwriter,Soft rock
530,530,530,776,1985-04-20,16,14.0,Along Comes A Woman,Chicago,14.0,16.0,classic rock,Not Found
531,531,531,777,1965-10-30,15,14.0,Rescue Me,Fontella Bass,4.0,13.0,soul,Soul
532,532,532,779,1974-03-02,50,51.0,A Very Special Love Song,Charlie Rich,11.0,14.0,country,Country
533,533,533,780,1964-10-24,64,65.0,Time Is On My Side,The Rolling Stones,6.0,13.0,classic rock,Rock
534,534,534,781,1963-04-06,36,37.0,On Broadway,The Drifters,9.0,10.0,soul,Soul
535,535,535,782,1991-02-23,63,65.0,Because I Love You (The Postman Song),Stevie B,1.0,23.0,freestyle,Pop
536,536,536,783,1978-12-02,26,28.0,Hot Child In The City,Nick Gilder,1.0,31.0,rock,Pop rock
537,537,537,785,1966-03-05,92,90.0,(You're My) Soul And Inspiration,The Righteous Brothers,1.0,13.0,oldies,Pop
538,538,538,787,1958-09-01,58,58.0,The Ways Of A Woman In Love,Johnny Cash,24.0,11.0,country,Not Found
539,539,539,788,1960-12-31,2,3.0,Last Date,Floyd Cramer,2.0,20.0,piano,Country
540,540,540,789,1962-04-28,40,40.0,Hey! Baby,Bruce Channel,1.0,14.0,oldies,Pop
541,541,541,790,1962-06-16,21,21.0,Everybody Loves Me But You,Brenda Lee,6.0,11.0,oldies,Vocal
542,542,542,791,1988-03-05,12,11.0,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen,4.0,24.0,pop,Not Found
543,543,543,792,1959-06-01,38,40.0,Almost Grown,Chuck Berry,32.0,12.0,Rock and Roll,Rock and roll
544,544,544,793,1978-01-21,64,65.0,My Way,Elvis Presley,22.0,12.0,rock n roll,Traditional pop
545,545,545,794,1985-01-12,90,88.0,Catch My Fall,Billy Idol,50.0,11.0,rock,Not Found
546,546,546,795,1976-05-15,35,35.0,I Want You,Marvin Gaye,15.0,13.0,soul,Soul
547,547,547,796,1974-11-23,29,27.0,"You're The First, The Last, My Everything",Barry White,2.0,15.0,soul,Rhythm and blues
548,548,548,797,1977-06-25,51,51.0,I Don't Love You Anymore,Teddy Pendergrass,41.0,14.0,soul,Country
549,549,549,798,1981-09-19,39,39.0,Straight From The Heart,The Allman Brothers Band,39.0,11.0,Southern Rock,Not Found
550,550,550,800,1976-08-07,71,73.0,Magic Man,Heart,9.0,23.0,classic rock,Hard rock
551,551,551,802,1980-09-20,87,86.0,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon Jennings,21.0,23.0,country,Not Found
552,552,552,803,1986-09-13,38,40.0,True Colors,Cyndi Lauper,1.0,20.0,80s,Pop
553,553,553,804,1979-01-06,16,15.0,September,"Earth, Wind & Fire",8.0,17.0,drone,R&B
554,554,554,805,1958-09-15,6,5.0,Just A Dream,Jimmy Clanton,4.0,18.0,oldies,Not Found
555,555,555,806,1977-11-26,7,7.0,We're All Alone,Rita Coolidge,7.0,20.0,female vocalists,Soft rock
556,556,556,807,1978-12-02,63,64.0,You Took The Words Right Out Of My Mouth,Meat Loaf,39.0,13.0,rock,Glam rock
557,557,557,809,1984-11-03,87,88.0,On The Wings Of A Nightingale,Everly Brothers,50.0,12.0,oldies,Not Found
558,558,558,810,1990-09-15,3,5.0,Unskinny Bop,Poison,3.0,19.0,hard rock,Hard rock
559,559,559,811,1980-08-30,97,98.0,Let's Get Serious,Jermaine Jackson,9.0,23.0,soul,Not Found
560,560,560,812,1981-12-19,74,72.0,Super Freak (Part I),Rick James,16.0,24.0,funk,Not Found
561,561,561,813,1967-04-22,32,33.0,California Nights,Lesley Gore,16.0,14.0,60s,Pop
562,562,562,814,1960-03-21,67,67.0,Big Iron,Marty Robbins,26.0,10.0,country,Not Found
563,563,563,816,1960-03-14,18,17.0,Where Or When,Dion,3.0,16.0,oldies,Doo-wop
564,564,564,818,1984-11-10,8,8.0,Blue Jean,David Bowie,8.0,18.0,rock,Rock
565,565,565,819,1971-08-07,10,10.0,Mercy Mercy Me (The Ecology),Marvin Gaye,4.0,12.0,soul,Soul
566,566,566,821,1989-12-30,7,8.0,Just Like Jesse James,Cher,8.0,18.0,pop,Pop rock
567,567,567,822,1959-02-09,14,12.0,I Cried A Tear,LaVern Baker,6.0,21.0,rhythm and blues,Not Found
568,568,568,823,1978-02-25,77,79.0,Lovely Day,Bill Withers,30.0,12.0,soul,R&B
569,569,569,824,1976-03-27,31,29.0,50 Ways To Leave Your Lover,Paul Simon,1.0,17.0,singer-songwriter,Soft rock
570,570,570,827,1990-02-10,28,29.0,Just A Friend,Biz Markie,9.0,22.0,Hip-Hop,Comedy hip hop
571,571,571,828,1968-07-20,46,47.0,Journey To The Center Of The Mind,The Amboy Dukes,16.0,12.0,Psychedelic Rock,Not Found
572,572,572,830,1981-10-24,11,11.0,Tryin' To Live My Life Without You,Bob Seger,5.0,19.0,classic rock,R&B
573,573,573,831,1980-03-08,48,48.0,Sexy Eyes,Dr. Hook,5.0,21.0,classic rock,Post-disco
574,574,574,832,1982-01-23,32,30.0,Through The Years,Kenny Rogers,13.0,15.0,country,Not Found
575,575,575,833,1986-08-09,83,83.0,You Can Call Me Al,Paul Simon,23.0,29.0,singer-songwriter,Pop rock
576,576,576,834,1969-07-12,4,3.0,Good Morning Starshine,Oliver,3.0,13.0,House,Pop rock
577,577,577,837,1986-09-13,37,35.0,Sweet Love,Anita Baker,8.0,22.0,soul,R&B
578,578,578,838,1962-08-18,77,79.0,Surfin' Safari,The Beach Boys,14.0,17.0,classic rock,Garage rock
579,579,579,839,1975-07-19,23,23.0,When Will I Be Loved,Linda Ronstadt,2.0,19.0,female vocalists,Country
580,580,580,841,1968-10-05,22,23.0,Born To Be Wild,Steppenwolf,2.0,13.0,classic rock,Hard rock
581,581,581,842,1973-11-03,38,40.0,Goodbye Yellow Brick Road,Elton John,2.0,17.0,pop,Rock
582,582,582,843,1989-11-11,45,47.0,If I Could Turn Back Time,Cher,3.0,23.0,pop,Pop rock
583,583,583,844,1983-08-20,53,54.0,Burning Down The House,Talking Heads,9.0,20.0,new wave,New wave
584,584,584,845,1988-01-23,3,4.0,Got My Mind Set On You,George Harrison,1.0,22.0,classic rock,Rock
585,585,585,846,1979-06-02,48,49.0,Dance Away,Roxy Music,44.0,9.0,glam rock,Soft rock
586,586,586,847,1972-11-11,55,55.0,Sweet Surrender,Bread,15.0,11.0,soft rock,Not Found
587,587,587,848,1965-10-09,18,18.0,"Liar, Liar",The Castaways,12.0,14.0,Garage Rock,Rock
588,588,588,849,1988-07-09,28,28.0,Do You Love Me,The Contours,3.0,34.0,soul,Rock and roll
589,589,589,850,1984-04-28,64,62.0,Jump (for My Love),The Pointer Sisters,3.0,24.0,Disco,Dance
590,590,590,852,1969-05-03,82,80.0,Bad Moon Rising,Creedence Clearwater Revival,2.0,14.0,classic rock,Roots rock
591,591,591,853,1964-02-15,56,54.0,I Saw Her Standing There,The Beatles,14.0,11.0,classic rock,Rock and roll
592,592,592,856,1991-07-20,67,67.0,I Like The Way (The Kissing Game),Hi-Five,1.0,23.0,rnb,Not Found
593,593,593,857,1970-09-12,34,32.0,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,15.0,9.0,funk,Not Found
594,594,594,859,1980-09-13,42,43.0,Make A Little Magic,Nitty Gritty Dirt Band,25.0,16.0,country,Not Found
595,595,595,861,1982-11-27,68,67.0,You've Got Another Thing Comin',Judas Priest,67.0,7.0,heavy metal,Heavy metal
596,596,596,863,1961-02-06,33,32.0,Wheels,The String-A-Longs,3.0,16.0,instrumental,Not Found
597,597,597,864,1981-05-30,48,48.0,Elvira,Oak Ridge Boys,5.0,22.0,country,Country
598,598,598,865,1982-03-20,24,24.0,Don't Talk To Strangers,Rick Springfield,2.0,21.0,80s,Not Found
599,599,599,870,1985-11-30,66,65.0,And She Was,Talking Heads,54.0,20.0,new wave,Rock
600,600,600,872,1975-11-22,28,28.0,Secret Love,Freddy Fender,20.0,11.0,country,Not Found
601,601,601,873,1959-08-24,26,25.0,The Battle Of New Orleans,Johnny Horton,1.0,20.0,country,Not Found
602,602,602,874,1973-02-24,71,73.0,Superman,Donna Fargo,41.0,9.0,country,Country
603,603,603,875,1977-02-05,39,39.0,She Thinks I Still Care,Elvis Presley,31.0,13.0,rock n roll,Country
604,604,604,879,1986-08-02,56,55.0,Walk This Way,Run-D.M.C.,4.0,16.0,Hip-Hop,Hard rock
605,605,605,881,1981-04-04,11,12.0,Don't Stand So Close To Me,The Police,10.0,18.0,rock,Rock
606,606,606,882,1984-03-17,4,3.0,Somebody's Watching Me,Rockwell,2.0,19.0,Drum and bass,Synth-funk
607,607,607,884,1989-05-20,89,89.0,One,Metallica,35.0,15.0,thrash metal,Thrash metal
608,608,608,885,1990-10-06,60,61.0,The Way You Do The Things You Do,UB40,6.0,25.0,reggae,Soul
609,609,609,886,1984-08-25,69,71.0,Dance Hall Days,Wang Chung,16.0,22.0,80s,New wave
610,610,610,887,1989-09-09,99,99.0,Me Myself And I,De La Soul,34.0,17.0,Hip-Hop,Not Found
611,611,611,888,1977-08-06,67,67.0,Baby Don't Change Your Mind,Gladys Knight & The Pips,52.0,11.0,soul,Not Found
612,612,612,889,1988-10-15,7,7.0,Don't You Know What The Night Can Do?,Steve Winwood,6.0,17.0,classic rock,Not Found
613,613,613,890,1966-07-16,29,31.0,Let's Go Get Stoned,Ray Charles,31.0,9.0,jazz,R&B
614,614,614,891,1967-04-22,82,83.0,Happy Jack,The Who,24.0,9.0,classic rock,Rock
615,615,615,893,1970-07-25,24,25.0,War,Edwin Starr,1.0,15.0,soul,Psychedelic soul
616,616,616,894,1981-07-04,91,91.0,On And On And On,Abba,90.0,6.0,pop,Pop
617,617,617,895,1974-05-11,77,78.0,A Dream Goes On Forever,Todd Rundgren,69.0,6.0,classic rock,Progressive rock
618,618,618,896,1967-03-11,25,27.0,California Nights,Lesley Gore,16.0,14.0,60s,Pop
619,619,619,898,1981-04-25,11,11.0,I Can't Stand It,Eric Clapton,10.0,17.0,classic rock,Rock
620,620,620,900,1968-02-24,4,4.0,I Wish It Would Rain,The Temptations,4.0,14.0,soul,Soul blues
621,621,621,901,1971-02-13,68,67.0,Country Road,James Taylor,37.0,8.0,folk,Folk rock
622,622,622,902,1974-09-21,73,72.0,"Honey, Honey",Abba,27.0,10.0,pop,Pop
623,623,623,903,1963-09-28,3,3.0,Be My Baby,The Ronettes,2.0,13.0,60s,Pop
624,624,624,904,1966-04-23,60,61.0,Till The End Of The Day,The Kinks,50.0,8.0,classic rock,Not Found
625,625,625,905,1970-08-15,35,33.0,Teach Your Children,"Crosby, Stills & Nash",16.0,11.0,All,Country rock
626,626,626,909,1989-08-19,32,32.0,Kisses On The Wind,Neneh Cherry,8.0,14.0,female vocalists,Not Found
627,627,627,910,1980-07-05,85,86.0,Time For Me To Fly,REO Speedwagon,56.0,13.0,classic rock,Not Found
628,628,628,911,1990-05-26,4,4.0,Hold On,Wilson Phillips,1.0,25.0,pop,Pop rock
629,629,629,913,1989-04-22,8,8.0,Girl You Know It's True,Milli Vanilli,2.0,26.0,80s,Dance-pop
630,630,630,914,1977-01-15,96,97.0,If Not You,Dr. Hook,55.0,11.0,classic rock,Not Found
631,631,631,915,1972-09-09,63,63.0,Sweet Caroline (Good Times Never Seemed So Good),Bobby Womack,51.0,9.0,soul,Not Found
632,632,632,916,1978-12-23,13,13.0,Promises,Eric Clapton,9.0,18.0,classic rock,Rock and roll
633,633,633,917,1974-01-05,62,60.0,Love Song,Anne Murray,12.0,17.0,country,Not Found
634,634,634,920,1982-09-25,23,23.0,Hot In The City,Billy Idol,23.0,27.0,rock,New wave
635,635,635,923,1967-09-16,89,88.0,Judy,Elvis Presley,78.0,5.0,rock n roll,Not Found
636,636,636,925,1976-10-23,26,25.0,The Best Disco In Town,The Ritchie Family,17.0,20.0,Disco,Not Found
637,637,637,926,1960-11-07,44,44.0,Perfidia,The Ventures,15.0,13.0,Surf,Not Found
638,638,638,927,1969-09-06,54,53.0,"Out Of Sight, Out Of Mind",Little Anthony & The Imperials,52.0,9.0,soul,Not Found
639,639,639,928,1968-05-25,13,12.0,Mony Mony,Tommy James,3.0,17.0,classic rock,Rock
640,640,640,929,1987-05-23,64,65.0,Dirty Water,Rock And Hyde,61.0,10.0,80s,Garage rock
641,641,641,932,1971-05-08,44,45.0,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,3.0,18.0,soul,Not Found
642,642,642,933,1968-06-29,54,53.0,Eleanor Rigby,Ray Charles,35.0,10.0,jazz,Baroque pop
643,643,643,935,1968-04-20,1,3.0,Cry Like A Baby,The Box Tops,2.0,15.0,60s,Not Found
644,644,644,940,1974-08-03,3,3.0,Feel Like Makin' Love,Roberta Flack,1.0,16.0,soul,Soul
645,645,645,941,1986-08-16,93,91.0,Like A Rock,Bob Seger,12.0,13.0,classic rock,Not Found
646,646,646,943,1968-10-05,50,49.0,I Found A True Love,Wilson Pickett,42.0,7.0,soul,Not Found
647,647,647,944,1980-05-17,37,36.0,Starting Over Again,Dolly Parton,36.0,10.0,country,Country
648,648,648,945,1971-07-24,41,39.0,Riders On The Storm,The Doors,14.0,12.0,classic rock,Psychedelic rock
649,649,649,946,1968-01-20,7,8.0,I Second That Emotion,The Miracles,4.0,15.0,soul,Soul
650,650,650,947,1967-09-16,65,65.0,Fakin' It,Simon & Garfunkel,23.0,8.0,folk,Folk rock
651,651,651,948,1962-03-17,25,24.0,The Twist,Chubby Checker,1.0,38.0,Rock and Roll,Rock and roll
652,652,652,950,1971-12-11,8,8.0,All I Ever Need Is You,Sonny & Cher,7.0,15.0,60s,Pop
653,653,653,952,1979-03-31,66,65.0,Feelin' Satisfied,Boston,46.0,7.0,classic rock,Hard rock
654,654,654,954,1959-02-02,20,19.0,I Cried A Tear,LaVern Baker,6.0,21.0,rhythm and blues,Not Found
655,655,655,956,1982-07-31,33,35.0,Eye In The Sky,The Alan Parsons Project,3.0,25.0,Progressive rock,Not Found
656,656,656,958,1978-07-29,3,3.0,Miss You,The Rolling Stones,1.0,20.0,classic rock,Disco
657,657,657,961,1978-05-06,32,30.0,Take A Chance On Me,Abba,3.0,18.0,pop,Europop
658,658,658,963,1981-05-16,82,84.0,The Stroke,Billy Squier,17.0,20.0,classic rock,Hard rock
659,659,659,964,1967-01-07,63,65.0,Hello Hello,"The Sopwith ""Camel""",26.0,10.0,Psychedelic Rock,Not Found
660,660,660,965,1967-03-25,45,45.0,Sweet Soul Music,Arthur Conley,2.0,15.0,soul,Soul
661,661,661,967,1976-11-06,65,67.0,Breezin',George Benson,63.0,6.0,jazz,Smooth jazz
662,662,662,968,1966-10-29,29,31.0,Coming On Strong,Brenda Lee,11.0,13.0,oldies,Pop
663,663,663,969,1980-10-18,58,57.0,Don't Ask Me Why,Billy Joel,19.0,15.0,classic rock,Pop rock
664,664,664,970,1983-12-10,92,94.0,Modern Love,David Bowie,14.0,13.0,rock,Rock
665,665,665,973,1983-04-30,81,83.0,Little Too Late,Pat Benatar,20.0,14.0,80s,Not Found
666,666,666,974,1988-09-17,57,58.0,"Kokomo (From The ""Cocktail"" Soundtrack)",The Beach Boys,1.0,28.0,classic rock,Not Found
667,667,667,978,1971-03-06,84,82.0,The Look Of Love,Isaac Hayes,79.0,5.0,soul,Not Found
668,668,668,979,1984-04-28,99,97.0,Karma Chameleon,Culture Club,1.0,22.0,80s,Not Found
669,669,669,981,1986-11-01,97,99.0,Venus,Bananarama,1.0,19.0,80s,Folk rock
670,670,670,982,1991-11-02,88,88.0,Unforgettable,Natalie Cole,14.0,17.0,jazz,Pop
671,671,671,984,1963-07-06,4,4.0,Hello Stranger,Barbara Lewis,3.0,14.0,soul,R&B
672,672,672,985,1974-08-10,68,69.0,Dancing Machine,The Jacksons,2.0,22.0,soul,Funk
673,673,673,986,1977-01-22,3,3.0,You Make Me Feel Like Dancing,Leo Sayer,1.0,21.0,pop,Disco
674,674,674,987,1978-12-09,87,88.0,Baby I'm Burnin',Dolly Parton,25.0,14.0,country,Disco
675,675,675,988,1971-06-05,17,18.0,If,Bread,4.0,12.0,soft rock,Soft rock
676,676,676,990,1966-05-28,36,36.0,Shapes Of Things,The Yardbirds,11.0,11.0,classic rock,Psychedelic rock
677,677,677,991,1974-12-07,79,78.0,The Bitch Is Back,Elton John,4.0,14.0,pop,Hard rock
678,678,678,992,1985-05-18,22,24.0,Nightshift,Commodores,3.0,22.0,soul,Soul
679,679,679,993,1971-01-16,27,25.0,There Goes My Everything,Elvis Presley,21.0,9.0,rock n roll,Country
680,680,680,995,1982-11-27,3,2.0,Gloria,Laura Branigan,2.0,36.0,80s,Pop
681,681,681,996,1970-08-22,35,35.0,I Want To Take You Higher,Ike & Tina Turner,34.0,18.0,soul,Psychedelic soul
682,682,682,999,1973-04-21,38,39.0,Hocus Pocus,Focus,9.0,19.0,Progressive rock,Progressive rock
683,683,683,1002,1982-03-20,19,18.0,Freeze-Frame,The J. Geils Band,4.0,16.0,classic rock,Not Found
684,684,684,1003,1978-01-28,3,1.0,Baby Come Back,Player,1.0,32.0,70s,Soft rock
685,685,685,1006,1961-06-26,34,35.0,Three Hearts In A Tangle,Roy Drusky,35.0,16.0,classic country,Not Found
686,686,686,1007,1990-10-20,25,25.0,Unchained Melody,Righteous Brothers,13.0,44.0,oldies,Blue-eyed soul
687,687,687,1009,1975-09-06,93,95.0,The Millionaire,Dr. Hook,95.0,5.0,classic rock,Not Found
688,688,688,1011,1989-07-29,46,44.0,I Drove All Night,Cyndi Lauper,6.0,15.0,80s,Pop rock
689,689,689,1012,1991-02-23,14,13.0,All This Time,Sting,5.0,15.0,rock,Pop rock
690,690,690,1013,1984-02-11,45,44.0,Time Will Reveal,Debarge,18.0,18.0,80s,West Coast hip hop
691,691,691,1014,1976-07-24,47,47.0,Play That Funky Music,Wild Cherry,1.0,25.0,funk,Funk rock
692,692,692,1016,1977-04-16,54,53.0,Disco Inferno,The Trammps,11.0,29.0,Disco,Disco
693,693,693,1018,1965-07-10,85,83.0,In The Midnight Hour,Wilson Pickett,21.0,12.0,soul,R&B
694,694,694,1019,1989-12-16,35,36.0,The Arms Of Orion,Prince (With Sheena Easton),36.0,14.0,funk,Not Found
695,695,695,1020,1973-05-26,64,65.0,Hey You! Get Off My Mountain,The Dramatics,43.0,12.0,soul,Not Found
696,696,696,1021,1967-07-01,60,60.0,Soul Dance Number Three,Wilson Pickett,55.0,5.0,soul,Not Found
697,697,697,1022,1978-09-09,90,92.0,Surrender,Cheap Trick,62.0,8.0,classic rock,Rock
698,698,698,1024,1960-05-16,93,93.0,Baby What You Want Me To Do,Jimmy Reed,37.0,14.0,blues,Not Found
699,699,699,1025,1973-08-11,64,64.0,Over The Hills And Far Away,Led Zeppelin,51.0,8.0,classic rock,Not Found
700,700,700,1027,1985-02-16,70,72.0,Lucky,Greg Kihn,30.0,12.0,rock,Not Found
701,701,701,1031,1985-09-07,1,3.0,We Don't Need Another Hero (Thunderdome),Tina Turner,2.0,18.0,pop,New wave
702,702,702,1032,1973-04-07,50,52.0,Down And Out In New York City,James Brown,50.0,7.0,funk,Not Found
703,703,703,1033,1967-11-18,92,94.0,Goin' Back,The Byrds,89.0,3.0,classic rock,Pop
704,704,704,1034,1973-02-10,93,91.0,Sugar Magnolia,Grateful Dead,91.0,2.0,classic rock,Country Rock
705,705,705,1037,1961-12-04,44,44.0,Town Without Pity,Gene Pitney,13.0,16.0,60s,Not Found
706,706,706,1039,1989-09-02,13,12.0,Girl I m Gonna Miss You,Milli Vanilli,1.0,21.0,80s,Not Found
707,707,707,1040,1978-05-20,24,24.0,Lay Down Sally,Eric Clapton,3.0,23.0,classic rock,Roots rock
708,708,708,1041,1962-06-09,6,6.0,It Keeps Right On A-Hurtin',Johnny Tillotson,3.0,12.0,oldies,Country
709,709,709,1042,1972-01-22,75,75.0,Oh Me Oh My (I'm A Fool For You Baby),Aretha Franklin,73.0,4.0,soul,Not Found
710,710,710,1043,1983-09-10,46,45.0,Is There Something I Should Know,Duran Duran,4.0,17.0,80s,New wave
711,711,711,1044,1967-01-07,23,23.0,I've Passed This Way Before,Jimmy Ruffin,17.0,11.0,soul,Not Found
712,712,712,1045,1978-04-15,18,16.0,Count On Me,Jefferson Starship,8.0,14.0,classic rock,Rock
713,713,713,1046,1962-02-03,92,94.0,Jamie,Eddie Holland,30.0,11.0,soul,Not Found
714,714,714,1048,1968-12-14,22,23.0,Hooked On A Feeling,B.J. Thomas,5.0,16.0,pop,Funk
715,715,715,1051,1982-01-09,46,46.0,My Kinda Lover,Billy Squier,45.0,10.0,classic rock,Rock
716,716,716,1052,1980-07-05,93,94.0,Another Brick In The Wall (Part II),Pink Floyd,1.0,25.0,Progressive rock,Not Found
717,717,717,1053,1980-03-08,22,24.0,Heartbreaker,Pat Benatar,23.0,18.0,80s,Hard rock
718,718,718,1054,1968-12-14,66,65.0,I Walk Alone,Marty Robbins,65.0,8.0,country,Country
719,719,719,1055,1959-09-21,50,49.0,My Wish Came True,Elvis Presley,12.0,11.0,rock n roll,Rock and roll
720,720,720,1056,1979-09-08,3,3.0,After The Love Has Gone,"Earth, Wind & Fire",2.0,17.0,drone,R&B
721,721,721,1058,1971-08-21,24,23.0,Ain't No Sunshine,Bill Withers,3.0,16.0,soul,Soul
722,722,722,1059,1962-10-20,86,86.0,I've Been Everywhere,Hank Snow,68.0,8.0,country,Country
723,723,723,1061,1975-02-22,4,2.0,Best Of My Love,Eagles,1.0,19.0,classic rock,Not Found
724,724,724,1062,1986-06-28,14,15.0,Tuff Enuff,The Fabulous Thunderbirds,10.0,19.0,blues rock,Blues-rock
725,725,725,1063,1963-06-08,40,39.0,This Little Girl,Dion,21.0,8.0,oldies,Not Found
726,726,726,1064,1979-09-22,5,6.0,Sad Eyes,Robert John,1.0,27.0,classic rock,Soft rock
727,727,727,1066,1985-12-14,44,44.0,My Hometown,Bruce Springsteen,6.0,15.0,rock,Rock
728,728,728,1067,1985-11-30,75,76.0,Hurts To Be In Love,Gino Vannelli,57.0,12.0,pop,Not Found
729,729,729,1068,1974-12-07,35,34.0,Never Can Say Goodbye,Gloria Gaynor,9.0,17.0,Disco,Soul
730,730,730,1069,1974-12-07,24,24.0,Must Of Got Lost,The J. Geils Band,12.0,11.0,classic rock,Not Found
731,731,731,1070,1979-02-03,37,37.0,Every Time I Think Of You,The Babys,13.0,16.0,classic rock,Not Found
732,732,732,1071,1977-08-06,44,43.0,Rock And Roll Never Forgets,Bob Seger,41.0,8.0,classic rock,Not Found
733,733,733,1072,1959-11-16,17,17.0,Be My Guest,Fats Domino,8.0,14.0,blues,pop
734,734,734,1073,1976-08-07,42,42.0,Devil Woman,Cliff Richard,6.0,22.0,oldies,Pop rock
735,735,735,1076,1978-09-02,91,93.0,Can We Still Be Friends,Todd Rundgren,29.0,15.0,classic rock,Soft rock
736,736,736,1078,1978-11-25,41,41.0,There'll Never Be,Switch,36.0,13.0,House,Not Found
737,737,737,1082,1982-07-17,19,18.0,Take Me Down,Alabama,18.0,13.0,country,Country
738,738,738,1084,1984-12-15,11,10.0,All Through The Night,Cyndi Lauper,5.0,19.0,80s,Not Found
739,739,739,1085,1970-06-06,9,9.0,Make Me Smile,Chicago,9.0,14.0,classic rock,Rock
740,740,740,1086,1977-05-28,65,64.0,Don't Leave Me This Way,Thelma Houston,1.0,24.0,Disco,Disco
741,741,741,1087,1965-10-23,72,71.0,There But For Fortune,Joan Baez,50.0,7.0,folk,Not Found
742,742,742,1089,1987-12-12,89,90.0,Who Will You Run To,Heart,7.0,22.0,classic rock,Rock
743,743,743,1091,1962-09-29,44,44.0,He's A Rebel,The Crystals,1.0,18.0,60s,Rock and roll
744,744,744,1093,1974-11-30,1,1.0,I Can Help,Billy Swan,1.0,18.0,country,Pop
745,745,745,1094,1961-11-20,91,92.0,There's No Other (Like My Baby),The Crystals,20.0,9.0,60s,Rock
746,746,746,1096,1970-01-31,56,56.0,Look-Ka Py Py,The Meters,56.0,10.0,funk,Funk
747,747,747,1097,1979-07-28,32,31.0,After The Love Has Gone,"Earth, Wind & Fire",2.0,17.0,drone,R&B
748,748,748,1098,1985-03-09,17,15.0,Private Dancer,Tina Turner,7.0,18.0,pop,Pop
749,749,749,1099,1962-06-16,46,46.0,Where Are You,Dinah Washington,36.0,10.0,jazz,Not Found
