"","id","chart_date","target_rank","actual_rank","title","artist","peak_rank","weeks_on_chart","genre"
"602",873,"1959-08-24",26,25,"The Battle Of New Orleans","Johnny Horton",1,20,"Country"
"603",874,"1973-02-24",71,73,"Superman","Donna Fargo",41,9,"Country"
"604",875,"1977-02-05",39,39,"She Thinks I Still Care","Elvis Presley",31,13,"Country"
"605",879,"1986-08-02",56,55,"Walk This Way","Run-D.M.C.",4,16,"Rock"
"606",881,"1981-04-04",11,12,"Don't Stand So Close To Me","The Police",10,18,"Rock"
"607",882,"1984-03-17",4,3,"Somebody's Watching Me","Rockwell",2,19,"R&B/Soul"
"608",884,"1989-05-20",89,89,"One","Metallica",35,15,"Rock"
"609",885,"1990-10-06",60,61,"The Way You Do The Things You Do","UB40",6,25,"R&B/Soul"
"610",886,"1984-08-25",69,71,"Dance Hall Days","Wang Chung",16,22,"Rock"
"611",887,"1989-09-09",99,99,"Me Myself And I","De La Soul",34,17,"Hip-hop"
"612",888,"1977-08-06",67,67,"Baby Don't Change Your Mind","Gladys Knight & The Pips",52,11,"R&B/Soul"
"613",889,"1988-10-15",7,7,"Don't You Know What The Night Can Do?","Steve Winwood",6,17,"Pop"
"614",890,"1966-07-16",29,31,"Let's Go Get Stoned","Ray Charles",31,9,"R&B/Soul"
"615",891,"1967-04-22",82,83,"Happy Jack","The Who",24,9,"Rock"
"616",893,"1970-07-25",24,25,"War","Edwin Starr",1,15,"R&B/Soul"
"617",894,"1981-07-04",91,91,"On And On And On","Abba",90,6,"Pop"
"618",895,"1974-05-11",77,78,"A Dream Goes On Forever","Todd Rundgren",69,6,"Rock"
"619",896,"1967-03-11",25,27,"California Nights","Lesley Gore",16,14,"Pop"
"620",898,"1981-04-25",11,11,"I Can't Stand It","Eric Clapton",10,17,"Rock"
"621",900,"1968-02-24",4,4,"I Wish It Would Rain","The Temptations",4,14,"R&B/Soul"
"622",901,"1971-02-13",68,67,"Country Road","James Taylor",37,8,"Rock"
"623",902,"1974-09-21",73,72,"Honey, Honey","Abba",27,10,"Pop"
"624",903,"1963-09-28",3,3,"Be My Baby","The Ronettes",2,13,"Pop"
"625",904,"1966-04-23",60,61,"Till The End Of The Day","The Kinks",50,8,"Rock"
"626",905,"1970-08-15",35,33,"Teach Your Children","Crosby, Stills & Nash",16,11,"Country"
"627",909,"1989-08-19",32,32,"Kisses On The Wind","Neneh Cherry",8,14,"Pop"
"628",910,"1980-07-05",85,86,"Time For Me To Fly","REO Speedwagon",56,13,"Rock"
"629",911,"1990-05-26",4,4,"Hold On","Wilson Phillips",1,25,"Rock"
"630",913,"1989-04-22",8,8,"Girl You Know It's True","Milli Vanilli",2,26,"Pop"
"631",914,"1977-01-15",96,97,"If Not You","Dr. Hook",55,11,"Rock"
"632",915,"1972-09-09",63,63,"Sweet Caroline (Good Times Never Seemed So Good)","Bobby Womack",51,9,"R&B/Soul"
"633",916,"1978-12-23",13,13,"Promises","Eric Clapton",9,18,"Rock"
"634",917,"1974-01-05",62,60,"Love Song","Anne Murray",12,17,"Country"
"635",920,"1982-09-25",23,23,"Hot In The City","Billy Idol",23,27,"Rock"
"636",923,"1967-09-16",89,88,"Judy","Elvis Presley",78,5,"Rock"
"637",925,"1976-10-23",26,25,"The Best Disco In Town","The Ritchie Family",17,20,"R&B/Soul"
"638",926,"1960-11-07",44,44,"Perfidia","The Ventures",15,13,"Rock"
"639",927,"1969-09-06",54,53,"Out Of Sight, Out Of Mind","Little Anthony & The Imperials",52,9,"Pop"
"640",928,"1968-05-25",13,12,"Mony Mony","Tommy James",3,17,"Rock"
"641",929,"1987-05-23",64,65,"Dirty Water","Rock And Hyde",61,10,"Rock"
"642",932,"1971-05-08",44,45,"Treat Her Like A Lady","Cornelius Brothers & Sister Rose",3,18,"R&B/Soul"
"643",933,"1968-06-29",54,53,"Eleanor Rigby","Ray Charles",35,10,"Pop"
"644",935,"1968-04-20",1,3,"Cry Like A Baby","The Box Tops",2,15,"Pop"
"645",940,"1974-08-03",3,3,"Feel Like Makin' Love","Roberta Flack",1,16,"R&B/Soul"
"646",941,"1986-08-16",93,91,"Like A Rock","Bob Seger",12,13,"Country"
"647",943,"1968-10-05",50,49,"I Found A True Love","Wilson Pickett",42,7,"R&B/Soul"
"648",944,"1980-05-17",37,36,"Starting Over Again","Dolly Parton",36,10,"Country"
"649",945,"1971-07-24",41,39,"Riders On The Storm","The Doors",14,12,"Rock"
"650",946,"1968-01-20",7,8,"I Second That Emotion","The Miracles",4,15,"R&B/Soul"
"651",947,"1967-09-16",65,65,"Fakin' It","Simon & Garfunkel",23,8,"Rock"
"652",948,"1962-03-17",25,24,"The Twist","Chubby Checker",1,38,"Rock"
"653",950,"1971-12-11",8,8,"All I Ever Need Is You","Sonny & Cher",7,15,"Pop"
"654",952,"1979-03-31",66,65,"Feelin' Satisfied","Boston",46,7,"Rock"
"655",954,"1959-02-02",20,19,"I Cried A Tear","LaVern Baker",6,21,"R&B/Soul"
"656",956,"1982-07-31",33,35,"Eye In The Sky","The Alan Parsons Project",3,25,"Rock"
"657",958,"1978-07-29",3,3,"Miss You","The Rolling Stones",1,20,"R&B/Soul"
"658",961,"1978-05-06",32,30,"Take A Chance On Me","Abba",3,18,"Pop"
"659",963,"1981-05-16",82,84,"The Stroke","Billy Squier",17,20,"Rock"
"660",964,"1967-01-07",63,65,"Hello Hello","The Sopwith ""Camel""",26,10,"Rock"
"661",965,"1967-03-25",45,45,"Sweet Soul Music","Arthur Conley",2,15,"R&B/Soul"
"662",967,"1976-11-06",65,67,"Breezin'","George Benson",63,6,"Jazz"
"663",968,"1966-10-29",29,31,"Coming On Strong","Brenda Lee",11,13,"Pop"
"664",969,"1980-10-18",58,57,"Don't Ask Me Why","Billy Joel",19,15,"Rock"
"665",970,"1983-12-10",92,94,"Modern Love","David Bowie",14,13,"Rock"
"666",973,"1983-04-30",81,83,"Little Too Late","Pat Benatar",20,14,"Pop"
"667",974,"1988-09-17",57,58,"Kokomo (From The ""Cocktail"" Soundtrack)","The Beach Boys",1,28,"Pop"
"668",978,"1971-03-06",84,82,"The Look Of Love","Isaac Hayes",79,5,"R&B/Soul"
"669",979,"1984-04-28",99,97,"Karma Chameleon","Culture Club",1,22,"Pop"
"670",981,"1986-11-01",97,99,"Venus","Bananarama",1,19,"Rock"
"671",982,"1991-11-02",88,88,"Unforgettable","Natalie Cole",14,17,"Pop"
"672",984,"1963-07-06",4,4,"Hello Stranger","Barbara Lewis",3,14,"R&B/Soul"
"673",985,"1974-08-10",68,69,"Dancing Machine","The Jacksons",2,22,"R&B/Soul"
"674",986,"1977-01-22",3,3,"You Make Me Feel Like Dancing","Leo Sayer",1,21,"R&B/Soul"
"675",987,"1978-12-09",87,88,"Baby I'm Burnin'","Dolly Parton",25,14,"R&B/Soul"
"676",988,"1971-06-05",17,18,"If","Bread",4,12,"Rock"
"677",990,"1966-05-28",36,36,"Shapes Of Things","The Yardbirds",11,11,"Rock"
"678",991,"1974-12-07",79,78,"The Bitch Is Back","Elton John",4,14,"Rock"
"679",992,"1985-05-18",22,24,"Nightshift","Commodores",3,22,"R&B/Soul"
"680",993,"1971-01-16",27,25,"There Goes My Everything","Elvis Presley",21,9,"Country"
"681",995,"1982-11-27",3,2,"Gloria","Laura Branigan",2,36,"Pop"
"682",996,"1970-08-22",35,35,"I Want To Take You Higher","Ike & Tina Turner",34,18,"R&B/Soul"
"683",999,"1973-04-21",38,39,"Hocus Pocus","Focus",9,19,"Rock"
"684",1002,"1982-03-20",19,18,"Freeze-Frame","The J. Geils Band",4,16,"Rock"
"685",1003,"1978-01-28",3,1,"Baby Come Back","Player",1,32,"Rock"
"686",1006,"1961-06-26",34,35,"Three Hearts In A Tangle","Roy Drusky",35,16,"Country"
"687",1007,"1990-10-20",25,25,"Unchained Melody","Righteous Brothers",13,44,"R&B/Soul"
"688",1009,"1975-09-06",93,95,"The Millionaire","Dr. Hook",95,5,"Rock"
"689",1011,"1989-07-29",46,44,"I Drove All Night","Cyndi Lauper",6,15,"Rock"
"690",1012,"1991-02-23",14,13,"All This Time","Sting",5,15,"Rock"
"691",1013,"1984-02-11",45,44,"Time Will Reveal","Debarge",18,18,"Hip-hop"
"692",1014,"1976-07-24",47,47,"Play That Funky Music","Wild Cherry",1,25,"Rock"
"693",1016,"1977-04-16",54,53,"Disco Inferno","The Trammps",11,29,"R&B/Soul"
"694",1018,"1965-07-10",85,83,"In The Midnight Hour","Wilson Pickett",21,12,"R&B/Soul"
"695",1019,"1989-12-16",35,36,"The Arms Of Orion","Prince (With Sheena Easton)",36,14,"Pop"
"696",1020,"1973-05-26",64,65,"Hey You! Get Off My Mountain","The Dramatics",43,12,"R&B/Soul"
"697",1021,"1967-07-01",60,60,"Soul Dance Number Three","Wilson Pickett",55,5,"R&B/Soul"
"698",1022,"1978-09-09",90,92,"Surrender","Cheap Trick",62,8,"Rock"
"699",1024,"1960-05-16",93,93,"Baby What You Want Me To Do","Jimmy Reed",37,14,"Jazz"
"700",1025,"1973-08-11",64,64,"Over The Hills And Far Away","Led Zeppelin",51,8,"Rock"
"701",1027,"1985-02-16",70,72,"Lucky","Greg Kihn",30,12,"Rock"
"702",1031,"1985-09-07",1,3,"We Don't Need Another Hero (Thunderdome)","Tina Turner",2,18,"Rock"
"703",1032,"1973-04-07",50,52,"Down And Out In New York City","James Brown",50,7,"R&B/Soul"
"704",1033,"1967-11-18",92,94,"Goin' Back","The Byrds",89,3,"Pop"
"705",1034,"1973-02-10",93,91,"Sugar Magnolia","Grateful Dead",91,2,"Country"
"706",1037,"1961-12-04",44,44,"Town Without Pity","Gene Pitney",13,16,"R&B/Soul"
"707",1039,"1989-09-02",13,12,"Girl I m Gonna Miss You","Milli Vanilli",1,21,"Pop"
"708",1040,"1978-05-20",24,24,"Lay Down Sally","Eric Clapton",3,23,"Rock"
"709",1041,"1962-06-09",6,6,"It Keeps Right On A-Hurtin'","Johnny Tillotson",3,12,"Country"
"710",1042,"1972-01-22",75,75,"Oh Me Oh My (I'm A Fool For You Baby)","Aretha Franklin",73,4,"R&B/Soul"
"711",1043,"1983-09-10",46,45,"Is There Something I Should Know","Duran Duran",4,17,"Rock"
"712",1044,"1967-01-07",23,23,"I've Passed This Way Before","Jimmy Ruffin",17,11,"R&B/Soul"
"713",1045,"1978-04-15",18,16,"Count On Me","Jefferson Starship",8,14,"Rock"
"714",1046,"1962-02-03",92,94,"Jamie","Eddie Holland",30,11,"R&B/Soul"
"715",1048,"1968-12-14",22,23,"Hooked On A Feeling","B.J. Thomas",5,16,"R&B/Soul"
"716",1051,"1982-01-09",46,46,"My Kinda Lover","Billy Squier",45,10,"Rock"
"717",1052,"1980-07-05",93,94,"Another Brick In The Wall (Part II)","Pink Floyd",1,25,"Rock"
"718",1053,"1980-03-08",22,24,"Heartbreaker","Pat Benatar",23,18,"Rock"
"719",1054,"1968-12-14",66,65,"I Walk Alone","Marty Robbins",65,8,"Country"
"720",1055,"1959-09-21",50,49,"My Wish Came True","Elvis Presley",12,11,"Rock"
"721",1056,"1979-09-08",3,3,"After The Love Has Gone","Earth, Wind & Fire",2,17,"R&B/Soul"
"722",1058,"1971-08-21",24,23,"Ain't No Sunshine","Bill Withers",3,16,"R&B/Soul"
"723",1059,"1962-10-20",86,86,"I've Been Everywhere","Hank Snow",68,8,"Country"
"724",1061,"1975-02-22",4,2,"Best Of My Love","Eagles",1,19,"Rock"
"725",1062,"1986-06-28",14,15,"Tuff Enuff","The Fabulous Thunderbirds",10,19,"Rock"
"726",1063,"1963-06-08",40,39,"This Little Girl","Dion",21,8,"Rock"
"727",1064,"1979-09-22",5,6,"Sad Eyes","Robert John",1,27,"Rock"
"728",1066,"1985-12-14",44,44,"My Hometown","Bruce Springsteen",6,15,"Rock"
"729",1067,"1985-11-30",75,76,"Hurts To Be In Love","Gino Vannelli",57,12,"Pop"
"730",1068,"1974-12-07",35,34,"Never Can Say Goodbye","Gloria Gaynor",9,17,"R&B/Soul"
"731",1069,"1974-12-07",24,24,"Must Of Got Lost","The J. Geils Band",12,11,"Pop"
"732",1070,"1979-02-03",37,37,"Every Time I Think Of You","The Babys",13,16,"Rock"
"733",1071,"1977-08-06",44,43,"Rock And Roll Never Forgets","Bob Seger",41,8,"Rock"
"734",1072,"1959-11-16",17,17,"Be My Guest","Fats Domino",8,14,"Pop"
"735",1073,"1976-08-07",42,42,"Devil Woman","Cliff Richard",6,22,"Rock"
"736",1076,"1978-09-02",91,93,"Can We Still Be Friends","Todd Rundgren",29,15,"Rock"
"737",1078,"1978-11-25",41,41,"There'll Never Be","Switch",36,13,"R&B/Soul"
"738",1082,"1982-07-17",19,18,"Take Me Down","Alabama",18,13,"Country"
"739",1084,"1984-12-15",11,10,"All Through The Night","Cyndi Lauper",5,19,"Pop"
"740",1085,"1970-06-06",9,9,"Make Me Smile","Chicago",9,14,"Rock"
"741",1086,"1977-05-28",65,64,"Don't Leave Me This Way","Thelma Houston",1,24,"R&B/Soul"
"742",1087,"1965-10-23",72,71,"There But For Fortune","Joan Baez",50,7,"Folk"
"743",1089,"1987-12-12",89,90,"Who Will You Run To","Heart",7,22,"Rock"
"744",1091,"1962-09-29",44,44,"He's A Rebel","The Crystals",1,18,"Rock"
"745",1093,"1974-11-30",1,1,"I Can Help","Billy Swan",1,18,"Pop"
"746",1094,"1961-11-20",91,92,"There's No Other (Like My Baby)","The Crystals",20,9,"Rock"
"747",1096,"1970-01-31",56,56,"Look-Ka Py Py","The Meters",56,10,"R&B/Soul"
"748",1097,"1979-07-28",32,31,"After The Love Has Gone","Earth, Wind & Fire",2,17,"R&B/Soul"
"749",1098,"1985-03-09",17,15,"Private Dancer","Tina Turner",7,18,"Pop"
"750",1099,"1962-06-16",46,46,"Where Are You","Dinah Washington",36,10,"Jazz"
"751",1100,"1967-12-23",24,23,"If I Could Build My Whole World Around You","Marvin Gaye,Tammi Terrell",10,11,"R&B/Soul"
"752",1101,"1962-04-28",70,71,"(I was) Born To Cry","Dion",42,7,"Rock"
"753",1102,"1982-11-27",13,12,"Rock This Town","Stray Cats",9,21,"Rock"
"754",1103,"1962-03-24",31,32,"The Twist","Chubby Checker",1,38,"Rock"
"755",1104,"1987-03-07",33,32,"What You Get Is What You See","Tina Turner",13,14,"Rock"
"756",1106,"1990-04-07",76,74,"Bust A Move","Young MC",7,39,"Hip-hop"
"757",1107,"1976-12-11",49,49,"Ob-La-Di, Ob-La-Da","The Beatles",49,7,"Pop"
"758",1109,"1988-09-10",56,58,"It Takes Two","Rob Base",36,16,"R&B/Soul"
"759",1110,"1972-12-09",79,77,"Reelin' & Rockin'","Chuck Berry",27,13,"Rock"
"760",1111,"1963-08-17",99,98,"Land Of 1000 Dances","Chris Kenner",77,7,"R&B/Soul"
"761",1112,"1980-12-06",33,33,"Never Knew Love Like This Before","Stephanie Mills",6,25,"R&B/Soul"
"762",1113,"1960-07-11",66,65,"Lonely Weekends","Charlie Rich",22,21,"Country"
"763",1114,"1969-01-11",3,3,"Wichita Lineman","Glen Campbell",3,15,"Country"
"764",1116,"1961-04-10",30,31,"Ebony Eyes","The Everly Brothers",8,12,"Rock"
"765",1117,"1967-12-09",49,47,"If I Could Build My Whole World Around You","Marvin Gaye,Tammi Terrell",10,11,"R&B/Soul"
"766",1118,"1964-10-10",47,45,"Funny Girl","Barbra Streisand",44,9,"Others"
"767",1119,"1985-04-20",96,94,"Will The Wolf Survive","Los Lobos",78,5,"Rock"
"768",1120,"1960-05-09",42,43,"Big Iron","Marty Robbins",26,10,"Country"
"769",1121,"1966-11-26",18,17,"A Hazy Shade Of Winter","Simon & Garfunkel",13,9,"Rock"
"770",1123,"1960-06-27",34,34,"Lonely Weekends","Charlie Rich",22,21,"Country"
"771",1124,"1975-12-06",52,52,"Carry Me","David Crosby,Graham Nash",52,6,"Rock"
"772",1125,"1965-09-18",25,26,"Treat Her Right","Roy Head",2,11,"R&B/Soul"
"773",1126,"1986-07-26",3,3,"Invisible Touch","Genesis",1,17,"Rock"
"774",1127,"1971-02-13",12,13,"One Less Bell To Answer","The 5th Dimension",2,19,"Pop"
"775",1132,"1963-07-06",11,12,"Those Lazy-Hazy-Crazy Days Of Summer","Nat ""King"" Cole",6,12,"Jazz"
"776",1133,"1980-03-08",15,15,"Cruisin'","Smokey Robinson",4,25,"R&B/Soul"
"777",1134,"1961-08-14",51,51,"Mighty Good Lovin'","The Miracles",51,6,"R&B/Soul"
"778",1135,"1971-09-25",40,41,"Loving Her Was Easier (Than Anything I'll Ever Do Again)","Kris Kristofferson",26,13,"Country"
"779",1136,"1969-09-20",8,7,"Get Together","The Youngbloods",5,25,"Rock"
"780",1138,"1976-12-18",43,42,"Torn Between Two Lovers","Mary MacGregor",1,22,"Rock"
"781",1139,"1975-10-11",71,70,"Are You Sure Hank Done It This Way","Waylon Jennings",60,9,"Country"
"782",1140,"1990-02-03",100,100,"Oh Father","Madonna",20,13,"Pop"
"783",1141,"1963-12-07",26,26,"Talk Back Trembling Lips","Johnny Tillotson",7,13,"Country"
"784",1142,"1964-09-19",12,12,"A Hard Day's Night","The Beatles",1,13,"Rock"
"785",1143,"1981-03-21",9,9,"I Love A Rainy Night","Eddie Rabbitt",1,28,"Country"
"786",1145,"1991-11-16",74,74,"Tell Me What You Want Me To Do","Tevin Campbell",6,25,"R&B/Soul"
"787",1146,"1968-11-16",10,9,"Abraham, Martin And John","Dion",4,14,"Rock"
"788",1147,"1972-04-15",10,10,"A Cowboys Work Is Never Done","Sonny & Cher",8,13,"Pop"
"789",1148,"1989-01-28",84,85,"I Don't Want Your Love","Duran Duran",4,16,"Rock"
"790",1149,"1958-08-18",99,100,"Going To Chicago Blues","Count Basie",100,1,"Jazz"
"791",1150,"1983-01-29",84,85,"Rock This Town","Stray Cats",9,21,"Rock"
"792",1151,"1966-03-26",9,8,"(You're My) Soul And Inspiration","The Righteous Brothers",1,13,"Pop"
"793",1152,"1963-01-19",36,37,"Love Came To Me","Dion",10,11,"Rock"
"794",1153,"1965-12-11",27,26,"The Sounds Of Silence","Simon & Garfunkel",1,14,"Folk"
"795",1154,"1966-05-28",99,99,"Think Of Me","Buck Owens",74,5,"Country"
"796",1155,"1978-03-18",27,25,"Running On Empty","Jackson Browne",11,17,"Rock"
"797",1157,"1977-10-22",95,95,"Easy","Commodores",4,22,"Rock"
"798",1160,"1959-08-24",54,55,"I Got Stripes","Johnny Cash",43,11,"Country"
"799",1161,"1982-03-27",34,34,"Daddy's Home","Cliff Richard",23,13,"R&B/Soul"
"800",1162,"1979-12-01",29,28,"Cruisin'","Smokey Robinson",4,25,"R&B/Soul"
"801",1163,"1973-04-14",73,73,"My Love","Paul McCartney",1,18,"Rock"
"802",1164,"1976-06-19",87,88,"Ten Percent","Double Exposure",54,9,"R&B/Soul"
"803",1166,"1959-02-02",21,19,"I Cried A Tear","LaVern Baker",6,21,"R&B/Soul"
"804",1167,"1984-04-07",61,61,"Rebel Yell","Billy Idol",46,14,"Rock"
"805",1168,"1976-07-24",75,77,"Ode To Billie Joe","Bobbie Gentry",1,20,"Country"
"806",1169,"1991-08-24",26,26,"Right Here, Right Now","Jesus Jones",2,25,"Rock"
"807",1170,"1968-05-25",32,33,"Summertime Blues","Blue Cheer",14,13,"Rock"
"808",1171,"1977-03-19",4,4,"Night Moves","Bob Seger",4,21,"Rock"
"809",1173,"1986-07-26",58,59,"Live To Tell","Madonna",1,18,"Pop"
"810",1174,"1978-02-25",19,20,"Happy Anniversary","Little River Band",16,18,"Rock"
"811",1177,"1980-07-05",6,6,"Against The Wind","Bob Seger",5,17,"R&B/Soul"
"812",1178,"1969-11-29",49,51,"I Want You Back","The Jacksons",1,19,"Pop"
"813",1180,"1971-03-27",66,68,"Lucky Man","Emerson, Lake & Palmer",48,19,"Rock"
"814",1181,"1966-06-04",14,14,"Kicks","Paul Revere & The Raiders",4,14,"Rock"
"815",1182,"1967-07-22",70,70,"My World Fell Down","Sagittarius",70,5,"Rock"
"816",1183,"1985-04-27",65,64,"Private Dancer","Tina Turner",7,18,"Pop"
"817",1186,"1969-01-04",54,53,"Baby, Baby Don't Cry","The Miracles",8,14,"R&B/Soul"
"818",1188,"1988-04-23",11,11,"Man In The Mirror","Michael Jackson",1,16,"Pop"
"819",1190,"1976-01-24",54,53,"Only Sixteen","Dr. Hook",6,22,"R&B/Soul"
"820",1192,"1967-02-18",24,26,"Standing In The Shadows Of Love","Four Tops",6,10,"R&B/Soul"
"821",1193,"1964-12-12",30,29,"She's A Woman","The Beatles",4,9,"Rock"
"822",1194,"1971-10-23",40,42,"The Year That Clayton Delaney Died","Tom T. Hall",42,12,"Country"
"823",1197,"1983-11-19",50,48,"I Won't Stand In Your Way","Stray Cats",35,12,"Rock"
"824",1200,"1977-10-29",78,76,"Echoes Of Love","The Doobie Brothers",66,7,"Rock"
"825",1201,"1978-09-02",1,2,"Three Times A Lady","Commodores",1,20,"R&B/Soul"
"826",1203,"1982-07-31",96,95,"Island Of Lost Souls","Blondie",37,10,"Others"
"827",1204,"1979-12-22",75,76,"Heartbreaker","Pat Benatar",23,18,"Rock"
"828",1208,"1983-03-19",52,50,"Even Now","Bob Seger",12,12,"Rock"
"829",1210,"1962-04-21",86,86,"Lovers Who Wander","Dion",3,12,"Rock"
"830",1211,"1964-03-07",14,13,"You Don't Own Me","Lesley Gore",2,13,"Pop"
"831",1212,"1965-09-18",23,22,"Baby Don't Go","Sonny & Cher",8,12,"Rock"
"832",1213,"1965-03-20",40,39,"I Don't Want To Spoil The Party","The Beatles",39,6,"Country"
"833",1217,"1978-09-23",99,98,"Last Dance","Donna Summer",3,21,"R&B/Soul"
"834",1218,"1973-06-30",20,20,"Behind Closed Doors","Charlie Rich",15,19,"Country"
"835",1220,"1970-06-06",6,6,"Get Ready","Rare Earth",4,20,"R&B/Soul"
"836",1221,"1967-12-02",83,82,"I'm In Love","Wilson Pickett",45,10,"R&B/Soul"
"837",1222,"1980-03-15",58,59,"Carrie","Cliff Richard",34,11,"Pop"
"838",1223,"1983-07-23",28,29,"I'll Tumble 4 Ya","Culture Club",9,16,"Pop"
"839",1225,"1965-01-23",84,85,"I've Got A Tiger By The Tail","Buck Owens",25,9,"Country"
"840",1226,"1989-02-18",21,22,"All She Wants Is","Duran Duran",22,13,"Rock"
"841",1227,"1970-09-05",5,6,"25 Or 6 To 4","Chicago",4,20,"Rock"
"842",1228,"1975-12-13",5,5,"Saturday Night","Bay City Rollers",1,17,"Rock"
"843",1229,"1971-06-19",68,67,"You've Got A Friend","Roberta Flack,Donny Hathaway",29,12,"Rock"
"844",1232,"1979-11-03",29,28,"Heaven Must Have Sent You","Bonnie Pointer",11,23,"R&B/Soul"
"845",1234,"1986-12-13",24,24,"Amanda","Boston",1,18,"Rock"
"846",1235,"1973-09-22",81,81,"For Ol' Times Sake","Elvis Presley",41,9,"R&B/Soul"
"847",1237,"1986-07-05",34,34,"Something About You","Level 42",7,27,"Pop"
"848",1239,"1961-01-09",6,5,"Will You Love Me Tomorrow","The Shirelles",1,19,"R&B/Soul"
"849",1240,"1978-11-18",17,17,"Alive Again","Chicago",14,13,"R&B/Soul"
"850",1242,"1978-05-20",77,75,"Last Dance","Donna Summer",3,21,"R&B/Soul"
"851",1244,"1965-10-30",33,32,"Help!","The Beatles",1,13,"Rock"
"852",1245,"1973-10-20",10,10,"Paper Roses","Marie Osmond",5,16,"Pop"
"853",1246,"1982-05-22",88,86,"Happy Man","Greg Kihn Band",62,7,"Rock"
"854",1247,"1964-10-31",40,40,"20-75","Willie Mitchell",31,10,"R&B/Soul"
"855",1248,"1962-06-30",10,12,"That's Old Fashioned (That's The Way Love Should Be)","The Everly Brothers",9,9,"Pop"
"856",1249,"1976-09-25",20,21,"Rock'n Me","Steve Miller Band",1,18,"Rock"
"857",1250,"1977-07-16",83,85,"Baby Don't Change Your Mind","Gladys Knight & The Pips",52,11,"R&B/Soul"
"858",1253,"1962-10-20",15,15,"All Alone Am I","Brenda Lee",3,15,"Pop"
"859",1256,"1982-02-20",26,26,"Abacab","Genesis",26,14,"Rock"
"860",1257,"1975-01-18",81,80,"Lovin' You","Minnie Riperton",1,18,"R&B/Soul"
"861",1258,"1980-12-27",3,4,"Lady","Kenny Rogers",1,25,"Country"
"862",1260,"1991-09-14",61,62,"Right Here, Right Now","Jesus Jones",2,25,"Rock"
"863",1261,"1970-09-26",38,38,"El Condor Pasa","Simon & Garfunkel",18,11,"Rock"
"864",1263,"1960-04-04",79,80,"Baby What You Want Me To Do","Jimmy Reed",37,14,"R&B/Soul"
"865",1265,"1966-10-01",51,51,"If I Were A Carpenter","Bobby Darin",8,11,"Folk"
"866",1266,"1969-10-04",7,6,"Honky Tonk Women","The Rolling Stones",1,15,"Rock"
"867",1267,"1974-02-23",43,42,"Rock And Roll, Hoochie Koo","Rick Derringer",23,14,"Rock"
"868",1268,"1973-03-17",96,97,"Frankenstein","Edgar Winter",1,20,"Rock"
"869",1269,"1984-11-17",36,35,"Who Wears These Shoes?","Elton John",16,14,"Rock"
"870",1270,"1990-04-28",78,77,"Lambada","Kaoma",46,12,"Pop"
"871",1271,"1980-07-05",3,3,"The Rose","Bette Midler",3,25,"Pop"
"872",1272,"1964-12-12",25,25,"Sidewalk Surfin'","Jan & Dean",25,8,"Pop"
"873",1273,"1979-11-10",48,47,"We Don't Talk Anymore","Cliff Richard",7,20,"Pop"
"874",1274,"1984-10-06",5,5,"She Bop","Cyndi Lauper",3,18,"Rock"
"875",1276,"1989-05-27",21,22,"Baby Don't Forget My Number","Milli Vanilli",1,21,"Pop"
"876",1277,"1986-05-24",37,36,"American Storm","Bob Seger",13,14,"Rock"
"877",1279,"1984-01-14",26,26,"Let The Music Play","Shannon",8,24,"Pop"
"878",1280,"1971-06-12",8,8,"Treat Her Like A Lady","Cornelius Brothers & Sister Rose",3,18,"R&B/Soul"
"879",1281,"1988-07-30",30,29,"When It's Love","Van Halen",29,2,"Rock"
"880",1282,"1977-02-05",49,49,"Crackerbox Palace","George Harrison",19,11,"Rock"
"881",1283,"1967-02-11",17,18,"Standing In The Shadows Of Love","Four Tops",6,10,"R&B/Soul"
"882",1285,"1980-12-20",68,68,"Upside Down","Diana Ross",1,29,"R&B/Soul"
"883",1286,"1981-04-25",31,30,"Sukiyaki","A Taste Of Honey",3,24,"Pop"
"884",1287,"1959-08-24",69,70,"Johnny Reb","Johnny Horton",54,8,"Country"
"885",1289,"1991-07-27",80,80,"There She Goes","The La's",49,10,"Rock"
"886",1290,"1967-04-22",2,2,"Happy Together","The Turtles",1,15,"Pop"
"887",1292,"1963-03-09",17,19,"He's So Fine","The Chiffons",1,15,"Pop"
"888",1296,"1983-07-02",34,36,"White Wedding","Billy Idol",36,13,"Rock"
"889",1297,"1961-03-13",7,9,"Ebony Eyes","The Everly Brothers",8,12,"Rock"
"890",1300,"1991-06-29",84,83,"Where The Streets Have No Name","Pet Shop Boys",72,7,"Rock"
